63.7,40.37
55.3,35.30
81.0,61.88
88.6,60.09
85.2,54.35
119.3,60.24
112.2,52.81
92.6,63.09
97.9,88.55
113.9,60.19
135.9,70.88
126.4,66.11
144.8,49.80
147.3,31.30
144.9,27.43
151.4,20.24
153.2,16.74
152.7,7.61
155.8,19.51
155.8,22.30
156.7,27.90
156.9,30.87
156.9,23.79
156.7,25.23
155.3,29.43
145.9,27.71
147.3,26.00
149.5,17.08
141.2,19.26
149.8,28.70
139.5,10.82
146.3,15.55
144.2,17.79
150.0,13.84
157.1,29.92
158.4,22.50
153.2,20.78
150.2,18.19
154.5,15.30
154.8,25.26
161.0,26.52
161.1,26.14
160.6,41.94
159.4,72.34
158.8,31.75
155.2,34.44
159.8,36.44
160.0,33.63
161.1,31.21
159.6,27.24
145.1,42.74
115.4,37.38
123.8,36.66
137.0,30.99
135.8,32.09
114.8,32.29
96.0,27.87
103.1,24.35
140.3,16.12
150.6,25.22
150.6,22.33
148.0,14.78
148.6,14.07
152.2,26.81
138.6,26.68
148.3,31.97
136.4,40.59
109.8,32.24
118.0,40.19
143.7,36.74
132.8,32.25
128.7,29.83
94.1,31.36
72.6,27.81
83.1,33.03
61.8,38.37
57.3,33.61
42.4,30.72
44.7,30.57
18.3,33.43
11.9,28.75
4.5,30.49
5.8,29.99
9.0,27.89
0.6,30.35
2.9,46.02
23.0,36.89
18.8,37.85
28.1,46.70
66.6,45.38
60.4,36.83
105.8,31.41
148.4,35.32
148.3,34.23
154.4,34.01
149.8,33.91
150.7,34.78
148.8,31.91
148.0,37.52
142.5,39.80
116.9,35.12
32.7,30.46
5.6,29.87
3.8,28.45
21.6,25.21
23.5,23.64
27.4,22.84
21.5,25.19
0.0,25.66
1.4,25.12
5.8,25.47
43.9,36.66
118.2,31.93
141.9,36.99
147.5,45.55
156.9,34.11
156.9,37.42
156.8,30.12
156.9,27.27
156.9,25.64
156.9,25.96
156.7,25.62
155.1,29.14
154.2,28.17
151.9,25.12
147.3,24.40
147.9,22.31
136.4,22.50
150.4,19.73
138.3,21.63
151.8,21.02
120.8,20.37
129.9,19.95
127.5,19.39
144.5,18.37
124.0,43.34
103.2,33.19
94.0,29.11
69.9,31.45
67.8,32.31
63.3,33.03
52.9,32.44
40.6,40.52
22.8,32.31
15.2,32.60
9.0,36.99
4.2,42.20
4.7,39.30
9.6,38.10
8.5,40.05
5.7,51.14
18.0,36.98
18.9,31.44
19.3,33.39
10.1,30.68
9.9,33.21
2.7,30.51
6.7,30.10
8.7,28.37
11.3,31.24
7.2,54.29
6.7,34.61
10.1,41.59
9.1,49.92
5.8,62.16
0.5,38.24
3.3,47.95
3.3,41.00
7.3,34.63
6.8,35.18
5.8,43.36
3.2,50.13
4.9,49.42
10.1,48.36
4.2,36.25
3.1,39.16
0.0,35.46
0.0,34.19
0.0,32.10
0.0,32.92
0.0,37.95
0.0,34.10
0.0,31.26
0.0,34.84
0.0,39.20
4.0,39.27
3.2,39.90
3.0,54.56
15.7,39.70
11.4,41.03
14.1,44.29
40.9,37.88
29.9,33.68
35.8,35.05
34.0,34.49
20.5,44.37
32.3,40.84
37.0,36.25
39.2,30.90
37.8,29.58
41.1,26.88
30.5,30.58
31.1,27.47
42.0,26.14
39.5,25.54
29.9,25.78
43.7,26.19
66.8,35.02
82.6,36.25
71.8,35.17
66.0,35.22
72.9,32.55
52.9,34.29
78.7,34.09
92.5,31.96
128.3,29.78
125.9,28.00
115.2,31.04
113.4,38.94
88.5,42.43
57.0,24.35
34.8,28.78
19.4,25.63
23.5,24.88
20.5,23.88
14.8,20.92
4.5,23.16
0.0,24.86
0.0,28.80
0.0,30.04
5.5,30.44
11.2,41.64
6.2,43.09
0.0,34.20
0.3,32.08
1.3,28.33
0.2,27.59
0.0,25.82
0.0,29.14
0.0,27.70
0.3,27.82
9.3,29.74
17.3,41.61
14.8,36.49
12.4,38.30
14.1,36.25
20.1,31.46
20.6,28.77
18.1,28.45
23.8,28.69
24.2,27.98
30.6,26.07
35.0,25.47
29.3,25.08
20.2,25.84
27.5,29.32
38.7,33.86
57.5,30.98
59.1,34.80
54.3,30.64
50.8,31.94
49.4,31.19
65.9,30.88
62.4,27.54
59.7,26.11
55.0,25.69
39.8,28.90
42.6,35.84
62.2,28.61
109.7,25.85
116.9,24.33
131.3,22.66
112.0,21.66
118.0,21.25
121.6,20.60
148.9,20.49
147.2,19.70
137.2,20.94
130.1,23.52
125.2,20.81
140.6,32.51
135.5,28.18
110.3,26.87
119.2,27.84
115.3,35.53
95.1,31.79
110.4,31.16
127.3,33.44
120.2,31.22
101.4,28.75
80.6,63.38
61.7,35.05
83.9,32.09
87.8,31.59
111.8,29.67
144.3,28.04
145.6,23.38
156.9,23.03
160.9,21.35
161.1,25.28
157.6,23.57
157.1,8.47
157.6,-4.51
156.9,6.08
158.5,15.35
158.7,19.95
155.3,20.39
151.5,19.58
158.7,21.07
156.2,19.98
156.6,18.17
160.2,18.48
160.9,17.53
147.8,18.43
125.6,31.50
113.1,30.70
63.7,26.04
25.1,27.03
14.2,24.21
0.0,23.34
0.0,22.17
0.0,24.71
0.0,23.40
0.0,23.78
0.0,24.21
0.9,26.79
14.7,31.14
21.0,31.12
30.0,30.40
40.1,27.89
22.7,25.56
52.5,25.52
101.7,24.35
78.1,21.66
108.2,22.61
112.8,21.35
71.4,20.61
51.0,21.44
41.8,26.44
29.9,28.11
39.1,26.32
54.1,28.80
54.8,25.37
63.4,23.32
55.3,20.01
39.2,20.44
72.9,19.25
76.6,19.45
57.9,19.34
65.3,18.45
69.0,18.30
58.4,20.63
30.2,23.65
23.1,21.96
31.8,23.86
41.5,25.91
28.3,31.22
25.0,30.53
12.0,32.59
26.4,33.65
25.2,29.27
36.2,32.54
51.7,33.64
46.4,42.93
64.0,33.15
61.4,46.79
71.4,33.24
67.2,33.43
66.1,24.94
99.7,22.24
84.1,21.64
120.7,22.11
88.3,22.19
86.2,22.46
75.7,26.07
71.7,38.84
70.5,45.14
93.6,38.59
60.0,39.23
62.2,35.55
61.7,35.34
56.0,33.99
49.6,33.23
27.1,30.49
25.9,34.09
12.9,26.50
8.0,44.98
8.9,41.03
14.0,36.91
7.2,37.26
6.5,33.11
13.0,30.88
12.4,24.15
4.3,26.20
2.7,28.82
1.0,25.88
0.0,26.72
0.0,30.51
0.0,31.38
5.6,33.24
14.1,46.63
13.4,48.92
4.2,34.66
1.9,39.09
0.0,47.23
0.0,37.20
0.0,36.43
1.8,39.96
4.6,33.46
10.7,36.53
15.7,48.39
11.0,35.88
12.1,35.88
32.9,38.70
44.4,38.70
60.3,33.57
67.8,32.65
80.0,26.99
86.2,27.45
97.1,27.80
83.7,26.68
52.0,25.59
60.3,29.49
59.9,38.20
35.4,33.00
58.8,37.62
46.9,31.20
58.3,34.08
47.5,30.38
62.6,32.16
84.9,31.54
126.5,30.46
117.7,32.35
139.1,30.35
122.5,36.89
114.3,39.51
122.3,37.66
135.3,33.45
136.4,31.63
141.3,29.88
150.2,29.71
130.1,28.18
121.8,19.32
111.1,22.98
97.3,20.56
95.4,20.21
93.7,17.46
68.9,19.44
78.4,26.00
95.4,22.85
119.2,28.81
122.1,29.12
155.7,24.19
149.5,25.52
157.3,24.05
160.6,21.74
160.7,19.98
158.9,17.22
158.4,25.09
147.9,27.31
154.3,25.95
156.6,23.33
131.6,25.03
114.4,21.86
74.3,22.13
53.8,18.74
31.0,17.80
43.5,18.25
52.1,19.29
45.2,18.70
27.5,21.64
19.0,30.72
4.5,32.82
2.9,30.72
0.0,29.03
0.0,47.94
0.0,31.99
0.0,30.47
0.0,31.19
2.5,28.70
24.5,28.85
38.2,29.81
30.8,37.29
43.1,36.37
79.2,32.63
136.2,30.03
149.2,35.79
163.4,34.82
161.6,36.76
157.0,10.48
164.4,27.80
165.0,27.47
165.0,28.53
165.0,18.06
164.7,22.04
163.9,23.73
161.5,21.30
162.9,17.06
164.1,19.59
164.9,18.91
165.0,21.64
165.0,-3.49
165.0,12.41
162.7,12.63
161.0,13.38
163.9,15.43
163.2,22.48
161.5,18.28
161.5,22.79
161.5,20.25
161.5,16.35
161.3,15.79
161.3,16.71
159.5,15.22
149.2,15.44
137.6,16.38
111.0,15.55
81.6,15.51
62.9,16.02
74.8,14.96
107.8,18.07
136.2,17.69
128.0,16.62
111.8,18.29
81.1,19.12
79.0,18.00
65.1,16.58
61.3,17.90
72.1,18.61
44.0,18.54
16.5,25.89
6.1,30.01
5.9,25.64
5.5,25.05
4.7,23.06
8.6,22.75
40.4,21.78
55.7,17.60
46.3,19.88
76.8,20.17
75.3,19.81
96.2,19.89
103.0,22.55
100.9,27.51
118.1,40.16
147.6,29.06
155.1,23.52
157.7,26.66
160.0,27.98
162.0,25.93
164.5,25.42
162.9,19.26
161.4,19.93
161.5,25.08
160.0,21.49
159.4,23.86
161.5,26.82
161.5,21.46
161.5,20.35
161.0,17.80
149.5,14.37
142.8,19.21
99.8,21.41
146.5,17.22
156.0,18.81
140.2,17.52
150.9,15.31
125.2,38.79
119.7,46.83
133.7,19.76
132.6,19.95
95.9,26.48
50.9,17.68
36.6,23.87
56.0,15.31
68.2,16.89
64.7,18.40
74.1,26.43
90.7,31.44
100.1,32.62
73.4,25.83
36.4,29.66
26.7,21.14
15.2,21.75
11.0,18.36
3.2,18.32
1.3,20.25
0.1,19.13
0.0,20.98
5.7,25.75
6.6,24.59
7.9,49.74
2.4,49.98
2.3,30.51
4.3,21.67
0.0,22.34
5.4,31.03
22.9,20.63
21.9,25.05
43.8,22.72
53.1,22.68
78.1,28.66
137.8,34.43
144.5,42.82
91.1,31.86
83.6,26.70
88.1,23.51
115.3,20.67
142.4,17.55
156.2,20.99
126.2,22.80
39.9,21.12
27.3,18.29
147.6,18.23
164.8,17.37
165.0,21.43
165.0,34.45
122.6,29.24
163.3,24.32
165.0,24.71
165.0,23.29
165.0,22.24
164.3,19.92
154.3,25.19
97.7,24.79
112.2,25.55
135.9,23.24
112.0,27.04
110.9,26.58
84.4,24.28
82.6,22.58
72.5,22.21
56.8,15.83
56.4,15.88
67.2,17.20
59.0,15.72
50.8,16.10
72.4,18.62
93.8,19.24
76.9,25.58
67.3,31.00
60.8,30.43
64.4,24.40
61.0,23.95
51.6,25.37
37.9,21.64
42.4,21.86
49.2,21.34
50.7,22.22
18.6,23.74
5.9,26.11
2.9,31.08
0.4,25.09
1.4,32.37
0.2,22.99
5.1,23.18
5.0,21.27
4.2,20.79
1.4,20.74
0.0,19.65
0.0,20.59
0.0,21.15
6.5,23.68
20.0,26.24
34.8,26.10
43.3,24.67
31.2,21.04
21.8,21.01
26.6,17.80
30.4,16.83
50.8,16.58
76.6,17.31
58.7,20.76
77.9,22.08
87.0,24.42
97.9,32.74
65.8,26.15
56.0,25.83
54.6,34.95
43.3,24.16
44.5,21.79
51.6,20.22
55.0,19.35
24.9,20.83
17.0,20.97
13.8,22.42
13.4,21.44
26.7,23.68
27.7,29.40
25.5,47.92
51.7,24.43
80.9,29.65
60.0,31.64
81.6,30.23
123.3,26.11
131.4,24.76
157.5,21.65
161.0,30.70
150.7,28.55
138.3,24.53
141.7,22.94
123.6,24.19
80.4,21.62
61.7,20.23
56.5,19.24
38.4,16.81
50.2,17.77
67.4,16.15
58.7,17.08
33.7,17.44
38.1,23.43
43.2,53.37
41.9,45.72
35.1,20.96
25.9,21.47
17.9,24.41
12.6,20.94
5.8,20.79
1.8,19.59
0.0,18.22
1.4,17.74
4.3,19.89
26.9,29.70
37.6,40.54
68.8,34.76
98.8,48.85
111.3,33.18
153.8,21.93
163.6,22.83
164.0,21.44
157.2,20.42
155.6,12.57
161.0,10.52
157.0,13.13
153.6,26.57
122.4,29.13
137.3,30.03
148.9,20.36
155.8,16.06
164.1,17.53
164.8,18.51
163.5,18.35
160.0,13.56
162.3,18.72
164.7,20.67
165.0,19.83
165.0,24.34
164.8,27.52
163.6,22.84
164.9,22.21
165.0,18.11
165.0,17.80
165.0,17.17
164.9,14.40
165.0,14.82
165.0,14.85
164.9,14.89
165.0,13.35
165.0,13.60
156.2,28.73
162.3,20.93
154.9,28.11
130.2,21.57
82.7,19.20
55.3,20.37
42.9,21.65
34.1,21.16
20.1,20.52
13.4,22.53
23.8,27.52
38.1,38.50
50.9,56.88
85.6,46.53
92.0,33.84
74.0,33.52
90.6,21.30
106.6,20.94
60.0,22.81
110.2,19.15
127.5,19.21
130.8,19.35
125.2,17.71
139.6,16.93
138.9,23.46
151.3,36.58
149.0,24.60
105.1,35.85
127.8,35.73
111.1,40.73
91.7,75.85
136.3,42.01
159.7,42.68
153.4,34.89
157.4,29.91
154.8,32.79
146.7,35.75
146.4,34.19
103.6,29.25
76.3,23.95
60.8,21.20
62.9,20.81
62.6,20.45
52.0,20.80
22.4,21.10
3.3,21.27
16.0,26.62
15.2,52.59
32.3,33.42
29.2,39.50
32.9,47.53
32.8,63.58
34.3,39.17
16.1,72.73
11.7,35.79
11.8,35.23
25.7,29.19
46.0,38.54
77.2,46.30
120.7,50.24
141.8,48.44
162.5,40.87
162.8,46.07
165.0,34.12
165.0,31.34
165.0,25.22
165.0,18.18
164.9,18.12
159.7,19.57
148.0,18.19
148.7,21.13
128.2,20.99
106.5,25.89
103.5,18.85
118.4,10.85
140.3,16.73
126.6,17.55
149.2,17.74
161.6,15.71
163.2,13.41
163.1,11.94
161.7,11.42
165.0,13.55
165.0,14.62
165.0,18.44
163.4,23.12
152.8,17.48
162.9,9.12
156.4,7.66
164.8,3.53
165.0,11.65
164.5,2.61
164.1,7.68
164.8,5.67
164.4,7.68
163.8,11.59
156.7,14.60
136.9,13.32
126.1,13.44
125.2,12.75
128.3,13.26
80.1,14.01
50.9,13.71
77.2,13.54
80.6,13.29
96.6,13.37
84.9,13.96
79.2,15.82
104.5,23.16
72.7,22.73
42.6,22.92
29.8,21.55
11.5,18.40
1.5,18.10
3.8,19.13
15.4,19.72
17.9,20.03
15.7,19.92
22.4,19.98
12.3,21.68
7.3,26.07
2.2,29.12
2.9,39.26
8.2,31.67
13.7,34.89
19.3,26.33
27.8,26.00
50.0,29.01
80.9,29.52
78.2,24.09
114.6,26.68
115.1,33.00
106.4,36.47
98.5,26.93
129.1,27.41
155.6,24.18
164.4,20.20
160.6,14.19
157.3,16.65
164.6,14.85
163.4,13.46
155.9,13.26
117.9,15.14
44.1,15.95
21.0,28.90
9.3,28.14
2.6,21.90
0.0,20.57
0.0,22.54
0.0,23.42
21.7,21.76
36.1,35.65
52.1,20.09
78.9,20.26
124.8,20.30
142.3,31.52
150.5,36.99
156.6,25.55
148.3,22.62
151.3,19.89
132.1,17.30
115.4,15.95
120.6,15.50
108.4,15.31
112.4,15.31
136.2,15.31
119.0,15.32
101.0,17.28
147.8,21.55
121.3,30.05
150.1,24.66
156.7,27.23
143.4,29.29
83.3,30.13
146.6,24.01
81.1,56.00
63.6,20.28
34.2,23.21
35.3,30.33
2.8,31.65
11.7,27.81
23.3,31.70
22.2,42.05
3.2,44.89
0.4,24.70
0.0,24.61
30.1,25.70
82.5,22.01
148.2,18.96
164.7,22.06
164.8,33.81
164.2,25.49
162.7,29.79
164.0,35.94
161.4,21.67
161.4,25.62
161.4,25.58
161.1,22.09
161.8,21.53
164.5,20.64
163.0,19.22
162.4,18.76
156.3,31.81
153.7,18.89
119.8,26.77
97.0,22.35
85.8,21.92
64.7,20.15
61.5,17.36
58.1,15.50
44.1,15.99
17.2,15.44
29.4,14.52
25.7,17.89
11.2,21.05
11.3,21.62
8.2,41.22
10.0,29.17
7.5,28.90
6.8,39.85
7.5,37.74
7.9,36.70
13.5,24.02
26.9,25.12
54.6,24.24
47.1,26.16
37.9,35.52
33.2,30.98
42.2,55.26
55.2,34.77
22.2,35.31
18.1,25.30
3.5,30.53
0.0,24.53
0.0,22.03
0.0,23.02
0.0,23.22
0.0,24.10
9.7,24.70
13.1,24.06
12.3,25.56
26.4,25.03
22.4,26.27
16.1,31.76
10.3,33.55
25.0,38.85
29.5,33.51
28.1,28.19
69.3,27.94
132.8,26.41
128.3,29.22
101.5,29.03
79.2,31.55
118.8,31.99
94.5,27.94
75.3,26.52
47.9,26.93
40.4,23.22
33.9,22.83
27.3,20.86
18.7,21.35
5.3,21.80
0.0,21.99
0.0,22.02
0.0,24.39
6.5,25.01
0.0,30.28
0.0,24.99
7.2,23.41
24.0,21.92
44.2,20.21
71.0,17.26
128.2,16.56
150.8,16.42
148.0,19.33
151.0,22.48
155.7,28.78
163.3,25.92
165.0,19.10
165.0,19.69
165.0,19.15
165.0,17.73
165.0,16.28
164.6,16.26
165.0,11.91
164.3,13.99
165.0,9.78
165.0,2.02
146.6,15.07
146.6,17.02
115.2,18.05
126.8,18.25
159.8,20.17
165.0,20.59
165.0,22.45
165.0,22.24
164.8,19.77
165.0,22.13
162.6,20.03
148.4,20.34
142.1,9.49
153.7,17.23
103.2,20.16
84.0,21.01
87.7,18.61
54.1,19.43
12.7,18.69
9.8,20.53
14.3,19.61
14.5,20.11
2.4,22.57
0.0,25.15
0.0,54.99
0.0,38.72
1.9,44.29
9.2,37.69
40.6,33.29
52.2,29.91
56.6,30.43
88.8,26.15
114.2,26.21
156.6,23.45
162.2,24.59
142.7,33.01
58.1,70.00
27.5,45.19
23.6,29.72
18.4,28.22
13.8,26.40
18.1,21.63
14.9,23.12
8.3,21.77
9.2,22.20
0.0,25.31
0.0,24.65
0.0,33.57
4.1,55.46
2.9,40.88
37.5,24.99
73.6,25.47
55.2,24.46
51.1,26.63
53.3,23.57
68.9,22.44
76.8,22.11
75.0,18.37
127.9,19.95
154.0,26.90
160.2,34.98
109.5,31.25
121.5,20.64
71.2,28.22
61.9,21.76
37.1,17.39
32.2,21.65
26.7,20.67
28.8,19.93
6.6,20.44
5.6,21.84
1.6,24.35
3.4,32.53
1.1,35.53
0.1,62.95
3.5,55.87
11.4,63.50
12.7,46.71
27.2,48.83
44.4,32.67
87.5,29.95
94.0,33.97
113.3,35.78
94.7,31.79
45.1,42.44
51.6,37.04
51.7,36.14
61.4,29.23
63.9,37.63
75.2,21.99
105.9,21.04
145.2,19.78
124.2,18.29
150.4,17.38
142.6,21.92
138.8,23.89
157.2,28.67
166.7,32.74
167.1,35.53
134.1,27.85
158.8,39.81
147.0,75.71
127.3,70.29
151.7,32.78
98.4,39.66
74.9,45.82
52.7,36.22
34.7,41.27
32.8,41.66
35.2,41.53
16.5,53.78
1.1,57.70
0.0,31.94
9.6,98.63
14.6,47.17
5.1,34.98
9.5,28.00
19.2,34.56
10.9,29.50
3.5,36.33
5.9,34.31
14.9,35.51
11.7,30.15
11.3,31.06
11.7,31.32
45.9,31.39
27.8,24.94
50.9,26.28
31.5,23.96
26.0,23.03
13.2,23.31
1.7,28.97
0.0,44.10
0.0,32.15
3.0,29.83
5.9,46.11
4.1,36.06
2.0,27.54
2.6,28.97
4.7,29.82
17.2,28.40
18.5,30.17
21.4,34.77
28.8,37.36
43.6,45.71
62.3,24.31
64.9,20.54
99.4,20.53
117.0,18.24
144.1,16.71
165.7,17.18
168.4,15.57
168.4,11.21
168.2,13.11
160.1,6.45
159.4,16.06
164.6,30.10
157.2,24.77
114.7,25.09
122.7,20.92
22.8,24.92
11.2,22.56
8.7,10.15
14.1,17.93
21.6,19.79
12.2,20.19
0.0,40.76
0.0,34.40
0.0,41.82
0.0,47.91
4.8,35.30
62.9,35.86
134.5,46.30
135.8,29.65
124.5,32.52
134.7,31.35
154.0,26.48
132.0,25.99
148.3,27.05
159.3,27.97
153.5,30.64
142.5,34.02
150.9,31.35
134.7,34.31
126.5,24.87
105.7,25.00
83.4,21.73
92.1,19.62
90.1,18.93
78.5,19.92
76.1,20.35
87.3,20.98
117.5,97.08
120.8,46.31
113.0,28.88
97.8,21.82
73.1,21.34
51.0,21.36
76.5,20.20
93.1,20.08
124.4,18.29
79.0,18.48
52.3,20.00
93.8,24.78
144.1,64.75
149.3,32.80
137.2,31.34
125.9,28.25
133.7,31.03
130.4,22.77
134.6,17.62
138.1,10.08
143.4,11.08
139.8,19.71
147.0,19.39
145.6,22.25
142.9,28.66
147.3,21.53
151.0,21.74
149.0,22.95
142.3,22.34
98.9,23.96
78.9,22.41
112.8,21.04
102.9,21.10
51.7,20.24
56.7,22.56
60.4,26.47
91.5,39.27
78.8,32.05
103.8,33.09
107.1,30.47
122.1,25.55
127.6,26.09
105.5,28.70
77.4,26.74
132.3,23.77
147.6,22.87
131.1,24.39
81.4,27.34
113.2,29.13
84.6,27.13
104.9,26.88
118.4,28.24
118.9,30.35
144.2,28.19
124.7,26.07
150.1,25.87
94.6,25.04
33.5,26.37
28.9,25.43
11.3,30.05
12.4,40.44
26.3,40.39
12.0,44.01
0.0,33.52
11.5,36.39
46.7,26.88
95.5,24.68
125.2,22.06
136.4,21.88
132.1,21.01
128.5,20.89
118.6,25.11
128.9,24.13
119.9,27.32
92.8,25.42
112.8,29.06
106.8,29.60
64.7,29.84
33.5,37.09
28.7,35.99
24.1,34.41
13.0,26.52
1.4,30.87
2.3,34.19
10.5,34.07
9.6,32.12
18.1,32.18
27.8,30.00
4.7,26.05
0.0,26.90
0.0,22.06
2.2,23.65
3.3,22.97
7.4,21.30
13.6,26.14
35.5,19.59
43.9,27.58
48.3,24.62
79.4,26.19
85.7,27.02
75.1,22.90
64.9,24.11
61.5,22.13
71.3,18.69
103.4,19.78
85.3,19.94
43.6,22.52
26.3,30.22
45.5,35.86
67.3,33.61
58.5,28.09
59.5,25.55
50.5,27.06
21.2,27.25
9.5,29.76
1.1,27.59
0.0,18.58
0.0,26.91
0.0,28.05
0.0,25.01
2.2,29.79
20.8,29.12
32.2,37.55
39.0,34.41
41.5,85.32
88.4,29.07
142.0,28.89
140.6,21.84
132.5,3.42
94.7,14.09
61.0,-6.94
67.4,1.18
91.9,15.37
92.1,20.03
90.9,22.94
77.9,21.64
100.5,8.49
110.7,-4.08
130.5,6.46
137.1,4.92
150.7,8.12
144.4,4.08
157.5,-0.77
156.5,10.85
151.6,23.67
146.8,28.69
125.1,23.43
121.5,24.43
139.7,29.69
99.9,26.85
73.8,24.12
38.8,27.45
22.2,24.71
8.9,21.96
8.6,26.60
9.9,27.13
22.4,31.67
23.7,33.86
12.2,35.00
25.2,29.07
37.3,27.81
40.6,26.13
27.2,28.08
19.2,26.08
9.0,25.54
10.9,26.35
44.4,28.68
40.7,40.62
30.0,47.15
20.7,37.51
11.6,27.57
10.7,27.95
4.9,27.84
0.0,28.11
0.0,26.92
0.0,28.29
0.0,24.72
0.0,28.80
